PM,CNS3,RAJ2000,DEJ2000,pmRA,pmDE,Xray,HR1,FUV,NUV,Vmag,n_Vmag,Jmag,Hmag,Kmag,Obs,Date,CaH2,CaH3,TiO5,VO1,TiO6,VO2,Mst,SpT,zeta,logg,Teff,P,M,plx,e_plx,plx2,e_plx2,plx3,e_plx3,Uvel,Vvel,Wvel,EWHa,H,X,U,LSPM,2M,SimbadName
I18387+0446,,279.699188,4.767584,-0.171,-0.089,,,,,11.59,T,8.32,7.7,7.51,MDM,3888.94,0.665,0.806,0.802,0.993,0.931,1.024,0.6,M0.5,0.74,4.5,3700,,,,,0.033,0.009,0.04,0.012,,-19.0,16.0,0.54,,,,1,2M,PM J18387+0446
I18387+1238,,279.683563,12.647359,0.002,-0.049,,,,19.96,11.55,T,8.73,8.09,7.92,UH22,5790.86,,,,,,,,G/K,,,,,,,,0.026,0.007,0.025,0.007,,-5.4,-4.2,,,,,0,2M,PM J18387+1238
I18394+6903,,279.857025,69.050995,0.019,0.184,0.0772,-0.08,20.73,19.08,11.32,P,8.53,7.88,7.68,MDM,5096.62,0.563,0.77,0.61,0.969,0.833,0.958,1.97,M2.0,1.02,4.5,3520,,,,,0.041,0.011,0.027,0.008,-32.3,,0.9,-1.72,Y,,Y,1,2M,PM J18394+6903
I18395+3009,,279.883789,30.165237,-0.093,-0.171,,,,19.54,10.85,T,8.06,7.4,7.25,UH22,5642.15,0.732,0.872,0.831,0.971,0.958,0.968,-0.15,M0.0,0.97,4.5,3740,,,0.038,0.0016,0.032,0.009,0.033,0.01,20.4,,2.4,0.44,,,,1,2M,PM J18395+3009
I18402+4517,,280.055145,45.294956,0.048,0.054,,,,20.37,11.63,T,8.83,8.24,8.07,MDM,5690.94,0.769,0.862,0.805,1.013,0.99,0.954,-0.3,K7.5,1.25,5.0,3860,,,,,0.022,0.006,0.023,0.007,-13.0,,-5.8,0.81,,,,0,2M,PM J18402+4517
I18405+5930,,280.147675,59.513721,0.154,0.269,,,,21.25,12.13,P,8.78,8.14,7.92,MDM,5095.64,0.541,0.788,0.593,0.949,0.852,0.984,1.91,M2.0,1.05,4.5,3510,,,,,0.036,0.01,0.034,0.01,-38.6,,-11.0,0.61,,,,1,2M,PM J18405+5930
I18407+6632N,,280.194092,66.547775,0.159,0.014,,,,20.08,11.42,T,8.35,7.74,7.55,MDM,5688.93,0.76,0.869,0.838,0.998,0.979,0.98,-0.32,K7.5,1.03,5.0,3870,,,,,0.028,0.007,0.035,0.01,-8.0,,-24.0,0.55,,,,1,2M,PM J18407+6632N
I18409+3131S,,280.230011,31.530794,0.087,-0.837,,,,,12.15,T,8.21,7.64,7.39,UH22,5700.93,0.589,0.792,0.695,0.964,0.894,0.979,1.32,M1.5,0.89,4.5,3530,,,0.0416,0.0083,0.041,0.011,0.062,0.018,79.6,,-43.8,0.36,,,,1,2M,PM J18409+3131S
I18411+2447S,GJ 1230 A,280.29071,24.787317,0.497,0.088,0.179,-0.15,19.83,18.83,12.52,P,7.53,6.91,6.62,UH22,5645.14,0.386,0.688,0.35,0.886,0.581,0.695,4.35,M4.5,1.08,4.5,3040,,,0.1209,0.0072,0.134,0.054,0.146,0.043,-6.8,,-16.0,-1.74,Y,,Y,1,2M,PM J18411+2447S
I18419+0322,,280.48288,3.379473,-0.001,-0.042,,,,,11.65,T,8.67,8.03,7.82,UH22,5790.86,,,,,,,,G/K,,,,,,,,0.027,0.007,0.028,0.008,,-5.4,-3.2,,,,,0,2M,PM J18419+0322
I18419+3149,GJ 4070,280.496002,31.830488,-0.303,0.009,,,,,11.27,T,7.52,6.98,6.72,MDM,4955.99,0.468,0.735,0.494,0.959,0.781,0.891,2.94,M3.0,1.02,5.0,3530,P,,0.0874,0.0027,0.086,0.034,0.077,0.023,3.1,,14.8,0.55,,,,1,2M,PM J18419+3149
I18427+1354,GJ 4071,280.687469,13.904737,-0.025,0.354,0.132,-0.15,19.44,17.84,13.83,P,8.36,7.81,7.55,UH22,5790.88,0.387,0.657,0.392,0.906,0.651,0.774,4.27,M4.5,0.97,5.0,3100,P,,0.0933,0.0187,0.089,0.036,0.124,0.036,,10.2,8.9,-2.26,Y,,Y,1,2M,PM J18427+1354
I18427+5937N,Gl  725  A,280.694885,59.630146,-1.327,1.802,,,,,8.94,T,5.19,4.74,4.43,MDM,5689.01,0.464,0.731,0.484,0.945,0.775,0.809,3.02,M3.0,1.03,5.0,3400,,,0.2802,0.0022,0.257,0.103,0.224,0.066,-24.9,,26.1,0.38,,,,1,2M,PM J18427+5937N
I18427+5937S,Gl  725  B,280.695801,59.626591,-1.393,1.846,,,,19.88,9.7,T,5.72,5.2,5.0,MDM,5689.01,0.427,0.7,0.434,0.933,0.738,0.766,3.56,M3.5,1.01,5.0,3290,,,0.2895,0.0032,0.237,0.095,0.2,0.059,-24.6,,26.4,0.58,,,,1,2M,PM J18427+5937S
I18432+2522,,280.810211,25.379614,0.038,-0.209,,,,20.71,12.41,T,8.77,8.1,7.94,MDM,3890.92,0.655,0.821,0.753,0.975,0.908,1.009,0.77,M1.0,0.93,4.5,3640,,,,,0.028,0.008,0.04,0.012,27.0,,-19.8,0.41,,,,1,2M,PM J18432+2522
I18447+6241,,281.198181,62.685406,-0.034,0.06,0.0071,-0.15,,20.52,11.57,T,8.73,8.08,7.93,MDM,5690.95,0.763,0.867,0.842,1.005,0.982,0.957,-0.35,K7.5,1.01,5.0,3860,,,,,0.023,0.006,0.025,0.007,-10.5,,8.5,0.72,,,,0,2M,PM J18447+6241
I18451+0620,,281.292816,6.337739,-0.038,-0.084,0.0529,-0.38,,,10.95,T,7.66,7.04,6.81,UH22,5790.89,0.6,0.805,0.698,0.96,0.894,0.946,1.21,M1.0,0.94,4.5,3460,,,,,0.051,0.014,0.055,0.016,,-6.7,-0.4,-0.04,,,,0,2M,PM J18451+0620
I18482+0741,,282.073059,7.689204,0.375,0.251,0.0644,-0.77,,,14.63,P,8.85,8.26,7.91,MDM,2744.01,0.355,0.635,0.32,0.893,0.518,0.746,4.95,M5.0,1.02,5.0,3030,,,,,0.09,0.036,0.113,0.033,,13.2,-9.3,-2.48,Y,,,1,2M,PM J18482+0741
I18487+6135,,282.194611,61.585407,0.166,-0.063,,,,,12.37,P,8.97,8.38,8.18,MDM,5097.63,0.536,0.792,0.602,0.899,0.812,0.879,2.04,M2.0,1.03,5.0,3520,,,,,0.034,0.009,0.032,0.009,3.0,,-22.2,0.31,,,,1,2M,PM J18487+6135
I18500+0305,Gl  730,282.503479,3.08817,-0.18,-0.407,,,,,10.73,T,7.72,7.07,6.86,MDM,4954.96,0.626,0.868,0.725,1.004,0.943,0.981,0.49,M0.5,1.09,4.5,3640,P,,0.0471,0.0021,0.043,0.012,0.045,0.013,,-36.4,-2.5,0.69,,,,1,2M,PM J18500+0305
I18507+4758,GJ 4083,282.688538,47.972042,0.251,-0.113,,,,22.75,12.72,P,8.69,8.13,7.9,MDM,3972.78,0.451,0.72,0.479,0.97,0.698,0.932,3.36,M3.5,1.0,5.0,3400,P,,,,0.057,0.023,0.052,0.015,4.1,,-23.3,0.88,,,,1,2M,PM J18507+4758
I18515+0246,,282.899078,2.773222,-0.179,-0.276,,,,,11.91,T,8.43,7.79,7.63,MDM,3888.95,0.685,0.837,0.772,0.978,0.909,0.984,0.55,M0.5,0.99,4.5,3650,,,,,0.031,0.008,0.043,0.013,,-40.5,5.1,0.57,,,,1,2M,PM J18515+0246
I18516+2427,GJ 4084,282.920197,24.458952,-0.356,-0.04,,,,,12.84,P,8.93,8.38,8.12,UH22,5790.9,0.459,0.726,0.488,0.937,0.773,0.871,3.06,M3.0,1.0,4.5,3340,P,,,,0.046,0.019,0.044,0.013,13.0,,32.5,0.47,,,,1,2M,PM J18516+2427
I18518+1634,Gl  731,282.963287,16.583347,-0.226,-0.483,,,,19.15,10.16,T,7.16,6.53,6.32,MDM,4954.98,0.669,0.848,0.783,0.978,0.934,0.981,0.39,M0.5,0.92,4.5,3650,P,,0.0646,0.0016,0.054,0.015,0.057,0.017,29.1,,-0.7,0.53,,,,1,2M,PM J18518+1634
I18519+1300,,282.998566,13.000949,0.011,-0.142,0.196,-0.12,,,11.7,P,8.35,7.71,7.51,UH22,5038.91,0.562,0.764,0.638,0.945,0.841,0.918,1.91,M2.0,0.93,4.5,3540,,,,,0.044,0.012,0.041,0.012,,-8.8,-7.8,-1.26,Y,,,0,2M,PM J18519+1300
I18534+0250,,283.355743,2.846962,0.284,0.045,,,,,12.7,P,8.83,8.34,8.1,MDM,3888.95,0.516,0.746,0.584,0.953,0.826,0.909,2.35,M2.5,0.94,5.0,3450,,,,,0.04,0.011,0.045,0.013,,16.7,-27.7,0.23,,,,1,2M,PM J18534+0250
I18547+2844,,283.682465,28.748606,-0.012,0.111,,,,20.13,11.55,T,8.51,7.86,7.69,UH22,5790.91,0.736,0.877,0.847,0.982,0.967,0.99,-0.27,K7.5,0.91,4.5,3740,,,,,0.026,0.007,0.032,0.009,-16.2,,10.2,0.39,,,,0,2M,PM J18547+2844
I18548+0051,,283.721741,0.863005,-0.072,-0.125,,,,,10.78,T,7.79,7.18,6.97,UH22,5790.91,0.716,0.87,0.822,0.969,0.941,0.981,0.01,M0.0,0.96,4.5,3700,,,,,0.038,0.01,0.043,0.013,,-14.9,0.9,0.46,,,,0,2M,PM J18548+0051
I18548+1058,Gl  734  A,283.723572,10.977862,0.009,0.123,,,,,9.62,T,6.7,6.06,5.89,UH22,5790.92,0.769,0.892,0.851,0.979,0.975,0.997,-0.48,K7.5,1.08,4.5,3960,P,,0.0615,0.0123,0.057,0.015,0.067,0.02,,6.2,3.7,0.63,,,,0,2M,PM J18548+1058
I18554+0824,Gl  735,283.864227,8.402483,0.094,-0.074,1.39,-0.2,,,10.29,T,6.31,5.68,5.43,UH22,5790.92,0.458,0.713,0.494,0.927,0.739,0.848,3.22,M3.0,0.97,5.0,3330,P,,0.0849,0.0017,0.163,0.065,0.152,0.045,,-0.8,-6.5,-1.39,Y,,,0,2M,PM J18554+0824
I18562+5431,GJ 4090 A,284.066406,54.530071,0.036,-0.35,,,,,10.53,T,7.78,7.15,6.96,MDM,5098.58,0.763,0.904,0.871,0.922,0.953,1.018,-0.46,K7.5,0.96,4.5,3820,P,,0.0215,0.0016,0.035,0.009,0.037,0.011,72.0,,-28.7,0.66,,,,1,2M,PM J18562+5431
I18563+5429W,GJ 4091 B,284.075897,54.497581,0.034,-0.354,,,,,11.74,T,8.65,7.99,7.77,UH22,5701.02,0.554,0.791,0.587,0.95,0.824,0.932,1.98,M2.0,1.11,5.0,3650,P,,,,0.039,0.011,0.031,0.009,51.3,,-20.1,0.32,,,,1,2M,PM J18563+5429W
I18571+0734,GJ 4088,284.293976,7.571407,-0.131,-0.142,,,,,11.38,T,8.33,7.74,7.57,MDM,3974.84,0.567,0.774,0.685,0.999,0.819,1.017,1.81,M2.0,0.84,4.5,3430,P,,,,0.043,0.012,0.035,0.01,,-19.6,7.1,0.48,,,,1,2M,PM J18571+0734
I18576+5331N,,284.408051,53.52058,0.244,-0.046,,,,,12.39,P,8.91,8.4,8.07,MDM,3972.8,0.455,0.702,0.517,0.957,0.732,0.912,3.26,M3.5,0.91,5.0,3400,,,,,0.05,0.02,0.034,0.01,-3.0,,-31.7,0.57,,,,2,2M,PM J18576+5331N
I18580+0554,Gl  740,284.50058,5.90829,-0.194,-1.222,,,,,9.22,T,6.24,5.59,5.36,MDM,4955.0,0.629,0.815,0.722,0.975,0.897,0.973,1.0,M1.0,0.96,4.5,3570,P,,0.0917,0.0015,0.094,0.025,0.087,0.025,,-47.0,-19.9,0.67,,,,1,2M,PM J18580+0554
I18596+0759,GJ 4092,284.910828,7.987281,0.364,-0.181,,,,,10.86,T,7.97,7.34,7.15,UH22,5790.93,0.686,0.863,0.743,0.958,0.912,0.971,0.46,M0.5,1.22,4.5,3650,P,,0.0385,0.0023,0.038,0.01,0.037,0.011,,1.5,-50.0,0.6,,,,1,2M,PM J18596+0759
I19025+7025,GJ 4093,285.628662,70.430595,0.004,0.217,,,,22.3,12.98,P,8.96,8.39,8.12,MDM,4415.55,0.516,0.767,0.544,0.944,0.787,0.946,2.46,M2.5,1.07,5.0,3540,P,,,,0.039,0.01,0.046,0.014,-25.2,,4.7,0.39,,,,1,2M,PM J19025+7025
I19026+3231,,285.667206,32.525852,0.063,0.063,0.176,-0.17,,,11.63,P,8.61,7.95,7.76,UH22,5011.0,0.696,0.839,0.792,0.967,0.913,0.942,0.44,M0.5,0.94,4.5,3700,,,,,0.028,0.008,0.03,0.009,-12.1,,-5.1,-1.43,Y,,,0,2M,PM J19026+3231
I19032+0324,,285.806702,3.400764,-0.179,-0.081,,,,,12.63,P,8.66,8.08,7.83,MDM,3888.96,0.486,0.738,0.524,0.952,0.772,0.901,2.82,M3.0,1.0,5.0,3530,,,,,0.049,0.02,0.051,0.015,,-11.2,11.3,0.36,,,,1,2M,PM J19032+0324
I19032+6359,GJ 4094 AB,285.822083,63.992828,0.063,0.111,0.165,-0.1,21.13,18.63,10.84,T,7.78,7.15,6.93,MDM,5688.97,0.446,0.681,0.498,0.93,0.758,0.808,3.38,M3.5,0.9,5.0,3380,P,,,,0.087,0.035,0.045,0.013,-13.1,,-3.1,-3.1,Y,,Y,0,2M,PM J19032+6359
I19041+2110,,286.025513,21.175438,0.1,0.072,0.0336,0.11,,,12.48,P,8.75,8.14,7.93,UH22,5791.74,0.558,0.781,0.63,0.953,0.845,0.892,1.83,M2.0,0.98,5.0,3570,,,,,0.036,0.01,0.043,0.013,-10.9,,-7.5,-0.03,,,,0,2M,PM J19041+2110
I19045+2401,,286.130737,24.031931,-0.152,0.007,,,,,12.57,T,8.79,8.17,7.91,MDM,3975.82,0.535,0.771,0.582,0.952,0.8,0.916,2.24,M2.0,1.03,5.0,3450,,,,,0.039,0.011,0.043,0.013,4.8,,16.7,0.55,,,,1,2M,PM J19045+2401
I19064+0526,,286.61319,5.439992,-0.005,-0.041,,,,,11.12,T,8.07,7.39,7.15,UH22,5847.75,,,,,,,,G/K,,,,,,,,0.035,0.009,0.039,0.011,,-4.1,-1.9,,,,,0,2M,PM J19064+0526
I19066+2555,,286.654846,25.920618,-0.002,-0.057,,,,,11.19,T,8.43,7.81,7.63,UH22,5791.73,0.79,0.9,0.899,0.988,0.975,0.983,-0.69,K7.5,0.83,4.5,3900,,,,,0.025,0.007,0.027,0.008,8.7,,-4.4,0.54,,,,0,2M,PM J19066+2555
I19070+2053,Gl  745  A,286.773254,20.888096,-0.481,-0.346,,,,20.99,10.77,T,7.3,6.73,6.52,MDM,4954.98,0.498,0.734,0.598,0.975,0.86,1.001,2.31,M2.5,0.85,4.5,3440,P,,0.1174,0.0023,0.08,0.021,0.072,0.021,16.3,,11.0,0.27,,,,1,2M,PM J19070+2053
I19072+2052,Gl  745  B,286.805084,20.87706,-0.481,-0.333,,,,21.02,10.76,T,7.28,6.75,6.52,MDM,4955.99,0.521,0.764,0.585,0.972,0.858,0.924,2.11,M2.0,0.98,4.5,3480,P,,0.1142,0.0023,0.076,0.021,0.073,0.021,16.4,,11.5,0.45,,,,1,2M,PM J19072+2052
I19074+1823,,286.863556,18.392155,-0.039,-0.042,,,,20.65,10.76,T,7.95,7.25,7.07,UH22,5791.87,,,,,,,,G/K,,,,,,,,0.037,0.01,0.035,0.01,5.4,,2.0,,,,,0,2M,PM J19074+1823
I19074+5905,,286.853455,59.085964,0.067,0.164,,,,,12.28,P,8.46,7.82,7.57,MDM,5094.62,0.491,0.737,0.485,0.943,0.727,0.898,3.03,M3.0,1.09,5.0,3400,,,,,0.057,0.023,0.052,0.015,-16.2,,-1.1,0.72,,,,1,2M,PM J19074+5905
I19077+3232,Gl  747  AB,286.929138,32.544865,1.222,1.107,0.0249,-1.0,,,11.17,P,7.24,6.66,6.42,MDM,5687.97,0.425,0.687,0.46,0.92,0.763,0.756,3.5,M3.5,0.94,5.0,3270,,M,0.1223,0.0245,0.116,0.046,0.097,0.028,-50.9,,-24.1,0.67,,,,1,2M,PM J19077+3232
I19082+5508,,287.071381,55.144955,-0.058,-0.054,,,,,12.09,T,8.98,8.32,8.16,MDM,5689.95,0.78,0.876,0.859,0.993,0.968,0.921,-0.4,K7.5,1.0,,,,,,,0.02,0.006,0.027,0.008,16.1,,8.0,,,,,0,2M,PM J19082+5508
I19084+3216,GJ 4098,287.124695,32.280987,-0.251,-0.266,,,,,11.77,P,7.91,7.35,7.07,MDM,3972.75,0.447,0.702,0.497,0.944,0.742,0.908,3.3,M3.5,0.93,5.0,3400,P,,,,0.08,0.032,0.068,0.02,21.1,,7.7,0.7,,,,1,2M,PM J19084+3216
I19093+3912,GJ 4099,287.329834,39.201061,-0.113,-0.179,,,,,11.56,T,7.97,7.39,7.16,MDM,3972.82,0.564,0.764,0.668,0.979,0.841,1.031,1.84,M2.0,0.86,4.5,3550,P,M,,,0.052,0.014,0.057,0.017,17.9,,2.7,0.6,,,,1,2M,PM J19093+3912
I19095+3910,,287.38205,39.180901,-0.104,-0.179,,,,,12.09,P,8.84,8.24,8.03,UH22,5026.95,0.533,0.774,0.584,0.952,0.833,0.906,2.11,M2.0,1.03,4.5,3440,,,,,0.037,0.01,0.031,0.009,29.4,,3.2,0.43,,,,1,2M,PM J19095+3910
I19098+1740,GJ 1232,287.461945,17.668444,-0.638,-0.417,,,,,13.59,P,8.82,8.2,7.9,UH22,5791.86,0.382,0.688,0.351,0.889,0.592,0.701,4.34,M4.5,1.07,4.5,3030,P,M,0.0936,0.0187,0.074,0.029,0.073,0.021,25.1,,19.0,-0.05,,,,1,2M,PM J19098+1740
I19104+1855,,287.610901,18.925716,-0.004,-0.041,,,,19.83,11.08,T,8.2,7.52,7.36,UH22,5791.88,,,,,,,,G/K,,,,,,,,0.033,0.009,0.033,0.01,4.4,,-2.2,,,,,0,2M,PM J19104+1855
I19106+0132S,GJ 4100 A,287.660614,1.536227,-0.167,-0.192,,,,,12.1,P,8.93,8.3,8.05,MDM,3975.83,0.575,0.786,0.664,0.96,0.839,0.95,1.7,M1.5,0.93,4.5,3510,P,,,,0.032,0.009,0.028,0.008,,-32.9,10.1,0.4,,,,1,2M,PM J19106+0132S
I19117+0500,,287.949066,5.010035,0.093,0.08,,,,,11.27,T,8.41,7.78,7.56,UH22,5817.93,0.637,0.832,0.724,0.978,0.903,0.97,0.85,M1.0,1.02,4.5,3570,,,,,0.034,0.009,0.029,0.009,,13.9,-7.3,0.49,,,,0,2M,PM J19117+0500
I19122+0253,Gl  748,288.060577,2.886476,1.789,-0.52,,,,,11.09,T,7.09,6.57,6.29,MDM,4956.0,0.425,0.724,0.424,0.941,0.689,0.825,3.59,M3.5,1.07,5.0,3280,,,0.0978,0.003,0.127,0.051,0.108,0.032,,10.7,-88.4,0.68,,,,1,2M,PM J19122+0253
I19124+3533E,GJ 4105,288.122528,35.564552,0.232,-0.136,,,,,11.97,P,8.4,7.82,7.61,UH22,5847.75,0.503,0.747,0.554,0.944,0.812,0.912,2.5,M2.5,0.98,5.0,3430,P,,0.0583,0.0117,0.051,0.02,0.046,0.014,3.5,,-21.3,0.29,,,,1,2M,PM J19124+3533E
I19128+1642,,288.202545,16.700588,-0.031,-0.035,,,,,11.03,T,8.15,7.5,7.34,UH22,5791.87,,,,,,,,G/K,,,,,,,,0.034,0.009,0.034,0.01,4.8,,1.6,,,,,0,2M,PM J19128+1642
I19135+5740,,288.385742,57.666927,0.008,-0.063,,,,20.16,11.51,P,8.78,8.15,7.99,MDM,5690.96,0.751,0.852,0.857,0.984,0.938,0.951,-0.04,M0.0,0.82,4.5,3710,,,,,0.024,0.006,0.023,0.007,11.3,,-5.4,0.61,,,,0,2M,PM J19135+5740
I19140+0021,,288.506531,0.355624,-0.049,-0.062,,,,,11.23,T,8.52,7.88,7.72,UH22,5847.77,,,,,,,,G/K,,,,,,,,0.028,0.008,0.025,0.007,,-11.6,2.8,,,,,0,2M,PM J19140+0021
I19144+1755,,288.605896,17.918936,0.109,-0.183,,,,,11.66,P,8.69,7.99,7.81,UH22,5026.96,0.678,0.845,0.766,0.971,0.938,0.964,0.4,M0.5,1.02,4.5,3640,,M,,,0.027,0.007,0.028,0.008,16.5,,-31.9,0.49,,,,1,2M,PM J19144+1755
I19146+1919,Wo  9652 A,288.663239,19.31764,-0.617,0.435,0.55,-0.18,,,11.56,T,7.58,7.03,6.81,UH22,5791.88,0.436,0.71,0.422,0.913,0.661,0.778,3.7,M3.5,1.06,4.5,3300,P,M,0.0524,0.0029,0.105,0.042,0.085,0.025,-10.0,,67.5,-3.29,Y,,,1,2M,PM J19146+1919
I19160+3230,,289.005249,32.509464,-0.06,-0.001,,,,,11.59,T,8.86,8.18,8.03,MDM,5687.98,,,,,,,,G/K,,,,,,,,,,,,,,,,,,,0,2M,PM J19160+3230
I19167+2111,,289.188843,21.199587,-0.03,-0.08,,,,,11.01,T,8.17,7.54,7.41,UH22,5791.88,,,,,,,,G/K,,,,,,,,0.033,0.009,0.033,0.01,9.9,,-1.5,,,,,0,2M,PM J19167+2111
I19169+0510,Gl  752  A,289.230316,5.169089,-0.579,-1.332,,,,,9.12,T,5.58,4.93,4.67,UH22,5844.72,0.501,0.762,0.551,0.939,0.778,0.872,2.55,M2.5,1.02,4.5,3500,,,0.1704,0.001,0.188,0.075,0.166,0.049,,-30.8,-2.9,0.41,,,,1,2M,PM J19169+0510
I19185+5803,,289.626526,58.053848,0.057,0.171,,,,,11.94,P,8.98,8.33,8.11,MDM,5094.65,0.666,0.82,0.737,0.97,0.89,1.018,0.86,M1.0,1.02,4.5,3580,,,,,0.026,0.007,0.024,0.007,-33.0,,1.1,0.7,,,,1,2M,PM J19185+5803
I19215+4230,,290.383759,42.51453,0.017,0.16,0.057,0.16,,,12.09,P,8.62,8.0,7.76,MDM,5094.63,0.569,0.771,0.615,0.954,0.824,0.95,1.97,M2.0,1.02,4.5,3540,,,,,0.04,0.011,0.039,0.012,-17.9,,6.1,-0.33,,,,1,2M,PM J19215+4230
I19216+2052,GJ 1235,290.411255,20.867563,-0.944,-1.444,,,,,14.17,P,8.8,8.22,7.93,UH22,5791.89,0.389,0.684,0.367,0.896,0.61,0.733,4.26,M4.5,1.05,4.5,3060,,M,0.1001,0.02,0.072,0.029,0.097,0.029,66.3,,7.5,0.08,,,,1,2M,PM J19216+2052
I19218+2839,Gl  756,290.464142,28.666159,0.867,0.265,,,,,11.52,T,8.35,7.74,7.55,UH22,5026.96,0.577,0.813,0.617,0.961,0.856,0.924,1.59,M1.5,1.15,4.5,3630,P,M,0.0446,0.0034,0.041,0.011,0.037,0.011,-55.6,,-68.4,0.43,,,,1,2M,PM J19218+2839
I19220+0702,GJ 1236,290.508514,7.041902,-0.744,-0.433,,,,,12.87,P,8.52,7.94,7.69,UH22,5698.11,0.436,0.684,0.495,0.935,0.778,0.872,3.34,M3.5,0.89,5.0,3240,P,,0.0929,0.0186,0.061,0.024,0.067,0.02,,-26.4,23.2,0.25,,,,1,2M,PM J19220+0702
I19228+3045,,290.702972,30.753368,-0.067,0.098,,,,,10.84,T,7.86,7.27,7.09,MDM,5687.99,0.73,0.848,0.831,0.989,0.969,0.972,-0.07,M0.0,0.89,4.5,3700,,,,,0.036,0.01,0.041,0.012,-7.4,,13.6,0.55,,,,0,2M,PM J19228+3045
I19231+2120,,290.795715,21.349598,0.064,0.016,,,,,12.09,P,8.95,8.3,8.12,UH22,5038.93,0.747,0.878,0.859,0.978,0.971,1.005,-0.36,K7.5,0.88,4.5,3770,,,,,0.021,0.006,0.027,0.008,-8.0,,-11.1,0.47,,,,0,2M,PM J19231+2120
I19234+6639,,290.85437,66.664619,-0.188,0.096,,,,,12.08,P,8.86,8.21,8.02,MDM,5098.59,0.602,0.834,0.682,0.908,0.861,0.947,1.22,M1.0,1.07,4.5,3570,,,,,0.03,0.008,0.03,0.009,-3.3,,31.0,0.53,,,,1,2M,PM J19234+6639
I19237+7944,,290.941559,79.743675,0.079,0.04,,,,,11.92,P,8.81,8.19,7.96,MDM,5096.64,0.601,0.787,0.701,0.972,0.899,0.969,1.27,M1.5,0.89,4.5,3500,,,,,0.031,0.008,0.029,0.008,-9.8,,-9.5,0.42,,,,0,2M,PM J19237+7944
I19242+7943,,291.063263,79.726883,0.083,0.032,,,,,11.45,T,8.66,8.03,7.83,MDM,5094.66,0.69,0.82,0.747,0.98,0.913,1.054,0.67,M0.5,1.06,4.5,3660,,,,,0.029,0.008,0.025,0.007,-11.0,,-12.6,0.52,,,,0,2M,PM J19242+7943
I19244+2525,,291.110687,25.430809,-0.031,-0.074,,,,,11.2,T,8.21,7.56,7.43,UH22,5819.93,0.773,0.889,0.868,0.984,0.957,1.009,-0.42,K7.5,0.95,4.5,3870,,,,,0.029,0.008,0.035,0.01,11.3,,-1.2,0.54,,,,0,2M,PM J19244+2525
I19251+1851,,291.281708,18.857,0.037,-0.022,,,,,10.06,T,7.28,6.61,6.44,UH22,5791.91,,,,,,,,G/K,,,,,,,,0.05,0.014,0.047,0.014,0.2,,-4.0,,,,,0,2M,PM J19251+1851
I19251+2821,GJ 4109,291.285339,28.353807,0.203,0.382,,,,,12.54,P,8.44,7.87,7.55,MDM,3975.85,0.455,0.725,0.451,0.923,0.695,0.863,3.39,M3.5,1.07,5.0,3400,P,M,,,0.064,0.026,0.061,0.018,-29.6,,-0.1,0.36,,,,1,2M,PM J19251+2821
I19268+1643,GJ 4110,291.705719,16.717129,0.029,-0.191,0.0538,-0.9,,,13.18,P,9.0,8.36,8.16,MDM,3974.85,0.434,0.698,0.449,0.913,0.724,0.876,3.54,M3.5,0.99,5.0,3370,P,,,,0.052,0.021,0.049,0.014,11.7,,-11.2,-1.72,Y,,,1,2M,PM J19268+1643
I19270+1242,,291.758087,12.701152,-0.038,-0.048,0.2,-0.2,,,11.89,P,8.93,8.33,8.16,UH22,5038.94,0.774,0.878,0.849,0.973,0.929,0.97,-0.18,M0.0,1.05,4.5,3840,,,,,0.022,0.006,0.025,0.007,9.9,,2.3,-0.24,,Y,,0,2M,PM J19270+1242
I19284+2854,,292.106354,28.902832,-0.004,-0.043,,,,,11.04,T,8.02,7.42,7.24,UH22,5791.9,0.728,0.872,0.835,0.978,0.964,0.964,-0.17,M0.0,0.94,4.5,3700,,,,,0.033,0.009,0.039,0.011,5.2,,-2.4,0.46,,,,0,2M,PM J19284+2854
I19289+0638,,292.231812,6.640538,0.049,-0.069,,,,,12.42,P,8.98,8.35,8.14,UH22,5026.97,0.579,0.795,0.664,0.957,0.875,0.932,1.49,M1.5,0.96,4.5,3510,,,,,0.03,0.008,0.033,0.01,,-5.1,-12.0,0.36,,,,0,2M,PM J19289+0638
I19299+1618N,,292.485596,16.310392,-0.159,-0.153,0.157,-0.14,,,11.95,T,8.63,7.99,7.79,UH22,5342.1,0.804,0.894,0.871,0.981,0.951,0.953,-0.49,K7.5,1.09,4.5,4000,,,,,0.024,0.006,0.036,0.01,33.4,,13.3,-0.43,,,,1,2M,PM J19299+1618N
I19322+0055,,293.062561,0.924569,-0.047,-0.052,,,,19.41,10.37,T,7.55,6.97,6.75,UH22,5817.92,,,,,,,,G/K,,,,,,,,0.045,0.012,0.043,0.013,,-5.5,1.8,,,,,0,2M,PM J19322+0055
I19326+0034,Gl  761.2,293.15799,0.577509,0.22,0.023,,,,19.14,10.42,T,7.64,7.05,6.81,UH22,5698.12,0.722,0.865,0.822,0.977,0.96,0.985,-0.07,M0.0,0.97,4.5,3750,P,,0.0445,0.0017,0.04,0.011,0.04,0.012,,8.4,-19.4,0.39,,,,1,2M,PM J19326+0034
